day,avatar-cell href,commit-row-message,commit-row-message href,commit-row-description,,,,,
,B,GetQueueStatus + Correções Broadcast,D,,,,,,
"14 Oct, 2020",,,,,,,,,
,B,OPMs DeviceVO,D,,,,,,
,B,"UserID em requests / Limpar Fila, Desistir, Status de fila / Retorno de userId...",D,"UserID em requests / Limpar Fila, Desistir, Status de fila / Retorno de userId em conexão de websocket",,,,,
,B,Fila + Respostas de requests via websocket,D,,,,,,
"06 Oct, 2020",,,,,,,,,
,B,Init multi-user,D,"Calibração, teste e pré-configuração de teste",,,,,
"15 Sep, 2020",,,,,,,,,
,B,Update DeviceService.cs,D,,,,,,
"18 Aug, 2020",,,,,,,,,
,B,Correção loop infinito em teste de MAP-200,D,,,,,,
"15 Aug, 2020",,,,,,,,,
,B,Simulador Equipamento TCP/IP,D,,,,,,
,B,Envio de porta configurada para livemode,D,,,,,,
"13 Aug, 2020",,,,,,,,,
,B,Retornar informações para conexão,D,,,,,,
"11 Aug, 2020",,,,,,,,,
,B,Alteração de retorno do método 'Connect',D,,,,,,
"10 Aug, 2020",,,,,,,,,
,B,Correção modelo MAP-300 / Remoção '\n' em identificador,D,,,,,,
"08 Aug, 2020",,,,,,,,,
,B,Implementação de interface genérica de comunicação para AbstractDevice,D,"Implementada Interface de procotolo genérico;
Implementada classe de comunicação GPIB;
Implementada classe de comunicação TCPSocket;
Alterados devices para utilizar interface de protocolo;
Implementado método de conexão com dispositivo TCPSocket no controller de device.",,,,,
"22 Jul, 2020",,,,,,,,,
,B,Update Versão,D,,,,,,
"21 Jul, 2020",,,,,,,,,
,O,Teste TLS 1.3,D,,,,,,
"05 Jun, 2020",,,,,,,,,
,B,Alterada sequência de comandos de calibração para BR5,D,,,,,,
"02 Jun, 2020",,,,,,,,,
,B,Delay de retentativa de detecção inicial + Feedback erros de conexão GPIB em console,D,,,,,,
"27 May, 2020",,,,,,,,,
,B,Correções LiveMode,D,"STFAgentManager:
  • Atualizado código de versão;
  • Utils:
    • Alterado método 'KillProcess';
    • Implementados métodos 'KillAgent' e 'KillManager';
    • CreateCertificate:
      • Incluída geração de repositório de certificados .pfx;
      • Alterado método de leitura de feedback de comandos de console.

STF:
  • Atualizado código de versão;
  • Alterado HTML de Console;
  • Melhoria em Logs;
  • LiveModeService:
    • Incluídos mais logs.
  • DeviceService:
    • LiveModeWebsocket:
      • Implementada configuração de tempo máximo de ociosidade de cliente (24h);
      • Alterado caminho de certificado utilizado no websocket;
      • Incluído feedback em logs.",,,,,
"12 May, 2020",,,,,,,,,
,B,Correção update fluke ID,D,,,,,,
"11 May, 2020",,,,,,,,,
,B,Merge,D,,,,,,
"07 May, 2020",,,,,,,,,
,B,Update Postman Collection,D,,,,,,
"16 Apr, 2020",,,,,,,,,
,B,Update version,D,,,,,,
"13 Apr, 2020",,,,,,,,,
,B,Inserido campo FiberPlanarHeight em teste de interferômetro,D,,,,,,
"07 Apr, 2020",,,,,,,,,
,B,Correções livemode SSL,D,Incluído certificado SSL para websocket seguro de livemode,,,,,
"25 Mar, 2020",,,,,,,,,
,B,estatísticas+correções simulador,D,,,,,,
"24 Mar, 2020",,,,,,,,,
,B,Begin statistics implementation,D,,,,,,
"20 Mar, 2020",,,,,,,,,
,B,Compatibilidade Win8,D,"Alterada validade de certificado para 1 ano, de modo a possibilitar instalação em windows 8;
Incluída opção de importação de certificado a partir de arquivo;
Incluído projeto de criação de certificado para hostname fornecido.",,,,,
"16 Mar, 2020",,,,,,,,,
,B,Incluído projeto de atualizador remoto de agente.,D,,,,,,
"13 Mar, 2020",,,,,,,,,
,B,Incluídos projetos de instalador de certificado e gerador de chave de upgrade,D,,,,,,
"11 Mar, 2020",,,,,,,,,
,B,Correção certificado,D,,,,,,
"09 Mar, 2020",,,,,,,,,
,B,Correções link externo,D,"Incluída porta HTTPS para comunicação com o agente;
Incluída instalação de certificado para comunicação com porta HTTPS;
Alterado identificador de dispositivos simulados;
Alterado código de versão",,,,,
"20 Dec, 2019",,,,,,,,,
,B,Correções BR5+MBR5+Simulador Sumix,D,,,,,,
"17 Dec, 2019",,,,,,,,,
,B,Correções LiveMode MAP-200,D,,,,,,
"11 Dec, 2019",,,,,,,,,
,B,Correção primeira conexão,D,,,,,,
"10 Dec, 2019",,,,,,,,,
,B,Atualização Código de versão 1.28.6,D,,,,,,
"02 Dec, 2019",,,,,,,,,
,B,Correção OpenPCT,D,,,,,,
"27 Nov, 2019",,,,,,,,,
,B,Correção comprimento de onda BR5,D,,,,,,
"19 Nov, 2019",,,,,,,,,
,B,Correções BR5,D,,,,,,
"04 Nov, 2019",,,,,,,,,
,B,Atalho na área de trabalho + atalho startup,D,,,,,,
"01 Nov, 2019",,,,,,,,,
,B,Teste portas / Limpeza logs,D,,,,,,
"31 Oct, 2019",,,,,,,,,
,B,Correções + Segurança Upgrade Remoto,D,,,,,,
"30 Oct, 2019",,,,,,,,,
,B,Merge,D,,,,,,
"30 Oct, 2019",,,,,,,,,
,B,Merge,D,,,,,,
"29 Oct, 2019",,,,,,,,,
,B,Clear Errors on Connect / ConsoleHelper,D,,,,,,
"28 Oct, 2019",,,,,,,,,
,B,Silent Uninstall / Debugger / !CheckDevice(MAXINSPECT) / Get Manager and Agent...,D,Silent Uninstall / Debugger / !CheckDevice(MAXINSPECT) / Get Manager and Agent Version / Update Context Menu,,,,,
"25 Oct, 2019",,,,,,,,,
,B,Melhorias DeviceService / Manager REST API,D,,,,,,
"23 Oct, 2019",,,,,,,,,
,B,Correção de desconexão,D,,,,,,
"22 Oct, 2019",,,,,,,,,
,B,Conformação V24,D,,,,,,
"21 Oct, 2019",,,,,,,,,
,B,Websocket Server,D,,,,,,
"18 Oct, 2019",,,,,,,,,
,B,Erro ao selecionar canal/comprimento inválido,D,,,,,,
"17 Oct, 2019",,,,,,,,,
,B,Correção modelo JGR MBR5 Simulador,D,"Para acessar remotamente, deve-se liberar a porta a partir do comando
netsh http add urlacl url= user=your_user_name.",,,,,
"16 Oct, 2019",,,,,,,,,
,B,Correção upgrade,D,,,,,,
"15 Oct, 2019",,,,,,,,,
,B,Correções ConsoleWindowsService.cs,D,,,,,,
"14 Oct, 2019",,,,,,,,,
,B,Correção canal Simulador MAP-200,D,,,,,,
"11 Oct, 2019",,,,,,,,,
,F,float para calibracao,D,,,,,,
"11 Oct, 2019",,,,,,,,,
,B,Correção desconexão device v1.0,D,,,,,,
"10 Oct, 2019",,,,,,,,,
,B,Correções+Uninstaller,D,,,,,,
"08 Oct, 2019",,,,,,,,,
,B,Init dev Uninstaller,D,,,,,,
"04 Oct, 2019",,,,,,,,,
,B,Instalador+Gerenciador de Serviço,D,,,,,,
"03 Oct, 2019",,,,,,,,,
,B,Melhorias,D,"Alteradas circunstâncias em que o agente tenta detectar um WebSocket do MaxInspect;
Arquivo Program reorganizado.",,,,,
"30 Sep, 2019",,,,,,,,,
,B,Merge,D,,,,,,
"27 Sep, 2019",,,,,,,,,
,B,PassFail Measure Sumix,D,Alterado tipo do campo Pass no objeto retornado pelo método PerformMeasure.,,,,,
"26 Sep, 2019",,,,,,,,,
,B,Update Postman Collection,D,,,,,,
"25 Sep, 2019",,,,,,,,,
,F,Alterações para modificações de canal,D,,,,,,
"24 Sep, 2019",,,,,,,,,
,B,Merge,D,,,,,,
"23 Sep, 2019",,,,,,,,,
,B,Número de canais GPIB / GET->POST,D,,,,,,
"20 Sep, 2019",,,,,,,,,
,B,Agente como serviço do windows,D,,,,,,
"19 Sep, 2019",,,,,,,,,
,F,Merge,D,,,,,,
"18 Sep, 2019",,,,,,,,,
,B,Reconexão de dispositivos,D,,,,,,
"17 Sep, 2019",,,,,,,,,
,B,Merge,D,,,,,,
"16 Sep, 2019",,,,,,,,,
,F,Descomenta comandos de clear do map,D,visual,,,,,
"13 Sep, 2019",,,,,,,,,
,F,Correcoes gerais do agente,D,,,,,,
"12 Sep, 2019",,,,,,,,,
,B,Suporte a múltiplos dispositivos,D,"Incluído suporte a múltiplos dispositivos por agente;
Heartbeat separado em projeto isolado;
Biblioteca de comunicação com dispositivos SUMIX separada em projeto isolado.",,,,,
"10 Sep, 2019",,,,,,,,,
,L,Calibração MAP-200,D,,,,,,
"06 Sep, 2019",,,,,,,,,
,B,Merge,D,,,,,,
"05 Sep, 2019",,,,,,,,,
,B,Incluída interface de comunicação com equipamentos SUMIX.,D,"Por hora, apenas testes visuais foram testados (testes de desenvolvimento) e estão comprovadamente funcionais.",,,,,
"03 Sep, 2019",,,,,,,,,
,L,FOIS-189,D,,,,,,
"25 Jul, 2019",,,,,,,,,
,K,correções,D,,,,,,
"17 Jul, 2019",,,,,,,,,
,K,correções,D,,,,,,
"12 Jul, 2019",,,,,,,,,
,K,Correção live mode MAP,D,,,,,,
"11 Jul, 2019",,,,,,,,,
,K,Add caneis no simulador MAP,D,,,,,,
"08 May, 2019",,,,,,,,,
,K,Merge,D,,,,,,
"02 May, 2019",,,,,,,,,
,F,modificacoes no simulador para pegar nome do computador,D,,,,,,
"11 Apr, 2019",,,,,,,,,
,F,"arquivo de configuracao para heartbeat url, conf de simulador",D,,,,,,
"10 Apr, 2019",,,,,,,,,
,F,cors,D,,,,,,
"04 Apr, 2019",,,,,,,,,
,F,devices,D,,,,,,
"14 Feb, 2019",,,,,,,,,
,F,"* para rodar em qualquer host, é preciso adicionar uma reserva de URL no...",D,"* para rodar em qualquer host, é preciso adicionar uma reserva de URL no sistema. No cmd como admin executar: netsh http add urlacl url= user=todos",,,,,
"11 Feb, 2019",,,,,,,,,
,O,Enviando nome da máquina no hertbeat para conseguir fazer referência nos logs.,D,Envio de logs via Post.,,,,,
"08 Feb, 2019",,,,,,,,,
,O,Arquivo de configuração,D,"HeartBeat
API GPIB",,,,,
"06 Feb, 2019",,,,,,,,,
,O,Modificações na API e inicio do simulador.,D,,,,,,
"05 Feb, 2019",,,,,,,,,
,O,Commit Inicial,D,,,,,,
"15 Jun, 2021",,,,,,,,,
,O,Novo template para pre-prod,C,,,,,,
"14 Jun, 2021",,,,,,,,,
,O,Ajustes do template do greengrass em pre-prod,C,,,,,,
"10 Jun, 2021",,,,,,,,,
,O,enviroments,C,,,,,,
"09 Jun, 2021",,,,,,,,,
,O,Removendo profile.,C,,,,,,
"17 May, 2021",,,,,,,,,
,O,Validação das datas para partição.,C,,,,,,
,P,Indicando o status da máquina no menu hierárquico lateral,C,,,,,,
,O,Adicionado status na API para retornar a árvore de grupos,C,,,,,,
,P,Merge,C,,,,,,
,P,propagando alteração de hint para tooltip para demais telas,C,,,,,,
,P,Adicionando sufixo com os hints a tela de grupos,C,,,,,,
"13 Apr, 2021",,,,,,,,,
,P,Adicionando hints as outras telas,C,,,,,,
"12 Apr, 2021",,,,,,,,,
,P,Reduzindo numero de filtros de 4 para 1,C,,,,,,
,P,ajustando o design dos campos de detalhe da maquina,C,,,,,,
,P,Merge,C,,,,,,
"07 Apr, 2021",,,,,,,,,
,O,Correção para importação.,C,,,,,,
"06 Apr, 2021",,,,,,,,,
,O,Correção para execução de API/SQL manual.,C,,,,,,
"05 Apr, 2021",,,,,,,,,
,P,Ajustando cor do menu superior e lateral para ficarem iguais,C,,,,,,
"01 Apr, 2021",,,,,,,,,
,P,Merge,C,,,,,,
"30 Mar, 2021",,,,,,,,,
,Q,Case sensitive no nome dos itens,C,,,,,,
"29 Mar, 2021",,,,,,,,,
,P,Merge,C,,,,,,
"25 Mar, 2021",,,,,,,,,
,Q,Correção no tamanho dos modais e ícones da árvore de grupos,C,,,,,,
,Q,Correção ao inserir novo grupo na árvore,C,,,,,,
"19 Mar, 2021",,,,,,,,,
,Q,Correção do scroll nos modais,C,,,,,,
,Q,Alterações de layout e correção biblioteca jwt,C,,,,,,
,Q,Salva somente o arquivo .zip no S3,C,,,,,,
"16 Mar, 2021",,,,,,,,,
,Q,Correção no diretório do mosquitto,C,,,,,,
"15 Mar, 2021",,,,,,,,,
,Q,Correção nome do grupo,C,,,,,,
"12 Mar, 2021",,,,,,,,,
,Q,Criação de arquivo zip no S3 e validação de nome do grupo,C,,,,,,
"11 Mar, 2021",,,,,,,,,
,Q,Arquivos do greengrass core no S3,C,,,,,,
"10 Mar, 2021",,,,,,,,,
,Q,Bucket para greengrass,C,,,,,,
"09 Mar, 2021",,,,,,,,,
,O,Correção Log Server e implantação na AWS.,C,,,,,,
"08 Mar, 2021",,,,,,,,,
,Q,Permissão para envio de configuração ao Greengrass,C,,,,,,
"05 Mar, 2021",,,,,,,,,
,O,Sbscription e Logger,C,,,,,,
"04 Mar, 2021",,,,,,,,,
,O,Criação de um grupo do Greengrass,C,,,,,,
,Q,Correção no componente do grupo de dados,C,,,,,,
,Q,Correção posição de elementos,C,,,,,,
"01 Mar, 2021",,,,,,,,,
,Q,Correção ao editar grupo de dados,C,,,,,,
,Q,Removida mensagens de log no front,C,,,,,,
,Q,Correções SonarQube,C,,,,,,
,Q,Otimização da lista de itens,C,,,,,,
"22 Feb, 2021",,,,,,,,,
,O,Format last_sync time,C,,,,,,
"19 Feb, 2021",,,,,,,,,
,Q,Barra de rolagem horizontal na lista de itens,C,,,,,,
"18 Feb, 2021",,,,,,,,,
,Q,Verificação da validade do token ao enviar requisições,C,,,,,,
"12 Feb, 2021",,,,,,,,,
,O,Merge,C,,,,,,
"10 Feb, 2021",,,,,,,,,
,Q,Histórico de sincronização,C,,,,,,
"09 Feb, 2021",,,,,,,,,
,Q,Configuração para remover configuração de um grupo,C,,,,,,
,O,voltando classe css,C,,,,,,
"04 Feb, 2021",,,,,,,,,
,O,Item Schedule implementation,C,,,,,,
"02 Feb, 2021",,,,,,,,,
,Q,Correção na execução manual de itens,C,,,,,,
,O,Sincronização com Pre-Script,C,,,,,,
"27 Jan, 2021",,,,,,,,,
,B,Merge,C,,,,,,
"26 Jan, 2021",,,,,,,,,
,O,Validação data.service.dataItem.buffered.null,C,,,,,,
"26 Jan, 2021",,,,,,,,,
,B,PreRequestScript Frontend,C,,,,,,
,B,Confirmação desativar usuário,C,,,,,,
"22 Jan, 2021",,,,,,,,,
,O,Test CI/CD,C,,,,,,
,O,Label Source,C,,,,,,
"20 Jan, 2021",,,,,,,,,
,O,Correção deploy.,C,,,,,,
"19 Jan, 2021",,,,,,,,,
,O,Salva formato Json no Elastic,C,,,,,,
,Q,Correção de organização fixa,C,,,,,,
"11 Jan, 2021",,,,,,,,,
,Q,Limpeza de recursos não utilizados no front. Correção de layout da tela de histórico,C,,,,,,
,O,Substituição de parametros em APIs rest,C,,,,,,
,Q,Correção na inserção de dados de histórico no dashboard,C,,,,,,
,O,Traduções,C,,,,,,
"23 Dec, 2020",,,,,,,,,
,B,Melhorias gerais,C,,,,,,
"22 Dec, 2020",,,,,,,,,
,B,Update core by name,C,,,,,,
"21 Dec, 2020",,,,,,,,,
,B,Configurações gerais,C,,,,,,
"18 Dec, 2020",,,,,,,,,
,B,Update deploy.sh,C,,,,,,
,B,Init pages,C,,,,,,
"16 Dec, 2020",,,,,,,,,
,Q,"Integração de download, reenvio e exclusão de dados de histórico",C,,,,,,
"15 Dec, 2020",,,,,,,,,
,Q,Métodos para exclusão e reenvio de histórico para o Kibana,C,,,,,,
"15 Dec, 2020",,,,,,,,,
,B,Fix loader / fix delete / fix minRate,C,,,,,,
,O,Correção do período de pesquisa default.,C,,,,,,
"11 Dec, 2020",,,,,,,,,
,B,Merge,C,,,,,,
"10 Dec, 2020",,,,,,,,,
,Q,Correção da mensagem de erro na taxa de atualização,C,Correção da barra de load durante a exclusão de item e definição de taxa mínima para dados de sistema,,,,,
"09 Dec, 2020",,,,,,,,,
,B,Begin export,C,,,,,,
"08 Dec, 2020",,,,,,,,,
,B,Modularização de edição de itens + Importação,C,,,,,,
"07 Dec, 2020",,,,,,,,,
,O,Correção do template,C,,,,,,
"04 Dec, 2020",,,,,,,,,
,O,Merge,C,,,,,,
,O,Alterações para consultas de dados de histórico.,C,,,,,,
,Q,Inserção da organização no item de configuração do greengrass,C,,,,,,
"02 Dec, 2020",,,,,,,,,
,Q,Criação de api para consulta manual,C,,,,,,
"01 Dec, 2020",,,,,,,,,
,O,Projeto para historico de queries no Athena.,C,,,,,,
,Q,Envio da solicitação de consulta manual para outro tópico,C,,,,,,
"27 Nov, 2020",,,,,,,,,
,Q,Consulta manual de SQL e API,C,,,,,,
"09 Nov, 2020",,,,,,,,,
,O,Alterações no firehose.,C,,,,,,
"06 Nov, 2020",,,,,,,,,
,O,Adicionado um stream historic,C,,,,,,
"20 Oct, 2020",,,,,,,,,
,O,Added column comments,C,,,,,,
,O,Alteração de labels.,C,,,,,,
"16 Oct, 2020",,,,,,,,,
,Q,Cloudformation do Cognito p/ integração com ElasticSearch,C,,,,,,
,Q,Cloudformation do domínio e grupos do UserPool,C,,,,,,
,Q,Correção no cadastro de grupos e itens com nome duplicados,C,,,,,,
"13 Oct, 2020",,,,,,,,,
,Q,Correções na exibição do grupo de dados,C,,,,,,
"08 Oct, 2020",,,,,,,,,
,O,Cloudformation para Histórico,C,,,,,,
"07 Oct, 2020",,,,,,,,,
,O,IoT Historic cloudformation,C,,,,,,
"05 Oct, 2020",,,,,,,,,
,Q,Controle de acesso das fontes de dados por usuários,C,,,,,,
"02 Oct, 2020",,,,,,,,,
,O,CI AUTH,C,,,,,,
,O,Rename Files,C,,,,,,
,O,Sincronização,C,,,,,,
,O,Integração Item e API/SQL,C,,,,,,
,Q,Merge,C,,,,,,
,O,Sincronização das configurações.,C,,,,,,
,O,Renomeada os nomes de variáveis.,C,,,,,,
,O,Lista os Cores do greengrass.,C,,,,,,
,O,Correção dos textos e mensagens para data item,C,2) Validação para não excluir filhos,,,,,
,O,Desenv. Data Item,C,,,,,,
,O,Merge,C,,,,,,
,Q,Organização de arquivos do auth,C,,,,,,
,O,CRUD DataItem,C,,,,,,
,O,implementação DataItem,C,Data Item.,,,,,
,Q,Adicionado novos filtros na busca de usuários,C,Validação de email quando já possui código de recuperação da senha. Exibido padrão de senha ao recuperar,,,,,
,Q,Habilitado a edição de e-mail,C,,,,,,
,Q,Modificação da caixa de seleção da organização,C,,,,,,
,Q,Recuperação de senha quando já possui o código,C,,,,,,
,O,Correção user pool + organização serviços,C,,,,,,
,O,Error Message.,C,,,,,,
,Q,Busca das organizações no dynamoDb,C,,,,,,
,Q,Busca de roles no cognito,C,,,,,,
,Q,"Implementação dos métodos de busca, criação e edição de usuários",C,,,,,,
,O,Merge,C,,,,,,
,Q,Início da implementação de recuperação de senha,C,,,,,,
,O,Cors para auth,C,,,,,,
,O,Desenvolvimento de getItem e create para DataGroup,C,,,,,,
,O,Debug e correção do data group.,C,,,,,,
,Q,Inicio desenvolvimento da autenticação de usuário serverless,C,,,,,,
,O,Inicio do desenvolvimento como servless.,C,,,,,,
,Q,Modificações gerais no grupo de dados,C,,,,,,
,Q,Implementação parcial do front do grupo de dados,C,,,,,,
,Q,Correção das requisições do grupo de dados,C,,,,,,
,Q,Correção no teste unitário de remoção de usuário,C,,,,,,
,Q,Implementação do grupo de dados,C,,,,,,
,O,Adicionado componente para configuração dos dados.,C,,,,,,
,Q,Geração de senha aleatória quando recuperada. Tratativa de erro de login....,C,Geração de senha aleatória quando recuperada. Tratativa de erro de login. Armazenamento do token em cookie,,,,,
,Q,Implementação da funcionalidade de redefinição de senha,C,,,,,,
,Q,Implementação do loader. Ajustes no CSS. Implementação de troca de senha,C,,,,,,
,Q,Implementação de login e CRUD de usuário no frontend,C,,,,,,
,Q,Serviço de login utilizando JWT,C,,,,,,
,Q,Padronizado os métodos e variáveis em inglês. Renomeado os arquivos e classes,C,,,,,,
,Q,Adicionado arquivos pendentes,C,,,,,,
,O,Componente iniciais do front como referencia.,C,,,,,,
,Q,Implementação da autenticação via Basic em conjunto com JWT,C,Modificado para 1 dia a duração do token. Adicionada a lista de roles no retorno do método getAuthentication,,,,,
,Q,Validação na senha do usuário. Correção do auditing e regras de serviço,C,,,,,,
,Q,Inicio da implementação da autenticação utilizando JWT,C,,,,,,
,Q,"Implementação CRUD de users, roles e organization utilizando JPA Auditing",C,,,,,,
,Q,Criado novos atributos na classe User,C,,,,,,
,Q,Implementado o uso do ModelMapper. Correção do SEQUENCE da classe User,C,,,,,,
,O,Adicionado padrões para JPA e JDBC Template.,C,Adicionado Migrations via Flyway.,,,,,
,O,Correção da versão base do greengrass,B,,,,,,
"14 Jun, 2021",,,,,,,,,
,O,Deploy em abiente pre prod.,B,,,,,,
"21 May, 2021",,,,,,,,,
,O,Processamento da função Output em batelada ao invés de invocar por mensagem.,B,,,,,,
"12 Apr, 2021",,,,,,,,,
,O,Correção tópico,B,,,,,,
"05 Apr, 2021",,,,,,,,,
,O,Adicionado o tópico nas mensagens para o ES e Firehose.,B,,,,,,
,O,Mudança no Loadconfiguration para tratar nomes com _Core,B,,,,,,
,O,Logs e Atualização de IP automática,B,,,,,,
,O,Comentado teste,B,,,,,,
,O,Evita que todas as consultas parem por 1 erro no SQL.,B,,,,,,
,Q,Correção de sincronização do core ao subir gg,B,,,,,,
,Q,Correções SonarQube e identação,B,,,,,,
"25 Feb, 2021",,,,,,,,,
,Q,Correção na recuperação de secret do redis,B,,,,,,
,Q,Host do ELK por secret,B,,,,,,
,O,Fix single item with mqtt ans rest server,B,,,,,,
,O,Fix REST Server,B,,,,,,
,O,Schedule Fix,B,,,,,,
,O,docker compose prd,B,,,,,,
"04 Feb, 2021",,,,,,,,,
,O,Fix Schedule Timezone,B,,,,,,
"02 Feb, 2021",,,,,,,,,
,Q,Mensagem de erro quando não encontra o id na consulta manual,B,,,,,,
"28 Jan, 2021",,,,,,,,,
,O,Adicionado datetime no Pre-Script,B,,,,,,
,O,Correção sincronização do Core,B,,,,,,
,O,Tratativa para tipo List no Kibana,B,,,,,,
"20 Jan, 2021",,,,,,,,,
,Q,Correção envio bufferizado,B,,,,,,
,O,Correcoes do formato json,B,,,,,,
,Q,Merge,B,,,,,,
,O,Correções RestClient e load dashboard,B,,,,,,
"14 Jan, 2021",,,,,,,,,
,O,Stream with maxlen equals 300,B,,,,,,
,O,Merge,B,,,,,,
"11 Jan, 2021",,,,,,,,,
,O,Test ELK Local,B,,,,,,
"08 Jan, 2021",,,,,,,,,
,O,Correções para envio de SQL,B,,,,,,
,O,Alteração do nivel de log do mosquitto para warning,B,,,,,,
,O,Ajustes para implantação.,B,,,,,,
"23 Dec, 2020",,,,,,,,,
,B,Requisitar atualização de configurações automaticamente,B,,,,,,
,O,Alterações na rotina de load,B,,,,,,
"18 Dec, 2020",,,,,,,,,
,O,Conversão do timestamp de milisegundos para segundos,B,,,,,,
"17 Dec, 2020",,,,,,,,,
,O,Merge,B,,,,,,
"04 Dec, 2020",,,,,,,,,
,Q,Correção timestamp e organização,B,,,,,,
,Q,Correção de autenticação kibana,B,,,,,,
,O,Merge,B,,,,,,
"30 Nov, 2020",,,,,,,,,
,Q,Criação de lambda para recebimento de requisições de atualização manual,B,,,,,,
,Q,Consulta manual de SQL e API,B,,,,,,
"26 Nov, 2020",,,,,,,,,
,O,Teste mosquitto.,B,,,,,,
,O,Correção endereço bridge,B,,,,,,
"24 Nov, 2020",,,,,,,,,
,Q,Correção na inserção de dados no kibana via firehose,B,,,,,,
,O,Removendo certificados.,B,,,,,,
,O,Adicionado mecanismo para bridge do kepserver com o Greengrass.,B,,,,,,
"19 Nov, 2020",,,,,,,,,
,Q,Inserção de dados no kibana através da chamada de lambda em load.py,B,,,,,,
"18 Nov, 2020",,,,,,,,,
,O,Alterações para testes na VM Oracle,B,,,,,,
,O,Adicionado logging no transform,B,,,,,,
"16 Nov, 2020",,,,,,,,,
,O,Correções RestServer,B,Adicionado envio para dashboard,,,,,
"13 Nov, 2020",,,,,,,,,
,O,Merge,B,,,,,,
"12 Nov, 2020",,,,,,,,,
,Q,Correção na consulta de SQL,B,,,,,,
,B,Separação de histórico por natureza,B,Implementado algoritmo para envio de dados de diferentes naturezas para firehose diferentes.,,,,,
,O,Criada rotina para inserir dados na nuvem,B,,,,,,
"05 Nov, 2020",,,,,,,,,
,O,Descrição do readme,B,,,,,,
"30 Oct, 2020",,,,,,,,,
,B,Correções SQL_CLIENT,B,,,,,,
"26 Oct, 2020",,,,,,,,,
,B,Rest Server,B,,,,,,
,B,Rate field update,B,,,,,,
"20 Oct, 2020",,,,,,,,,
,O,Added Oracle support,B,,,,,,
,B,Redis Configuration,B,,,,,,
"15 Oct, 2020",,,,,,,,,
,O,Added Stack name,B,,,,,,
,B,Finish redis buffering,B,,,,,,
,O,Mudança do ARN para ser generico.,B,,,,,,
,B,Init redis buffering,B,,,,,,
,B,Input_Buffer / SQLite,B,"TODO:
Correções de mudança de buffer",,,,,
,B,REST_Client lambda,B,,,,,,
,B,Correção bufferize_output,B,,,,,,
,B,Mudança de arquitetura,B,TODO: Bufferize_Output fix,,,,,
"30 Sep, 2020",,,,,,,,,
,B,Correção de transformação,B,,,,,,
"29 Sep, 2020",,,,,,,,,
,B,extract com buffer simples,B,,,,,,
,B,Lambdas em stack diferente,B,,,,,,
"25 Sep, 2020",,,,,,,,,
,B,Atualização de certificados /  Stack outputs / Script de certificado,B,,,,,,
"24 Sep, 2020",,,,,,,,,
,B,get groupt certificate / group.pem,B,,,,,,
"23 Sep, 2020",,,,,,,,,
,B,Force reset deployment / Readme / Fix subscription topics,B,,,,,,
"22 Sep, 2020",,,,,,,,,
,B,Criação de endpoint,B,,,,,,
,O,Commit inicial com modelo de projeto.,B,,,,,,
"29 Jun, 2021",,,,,,,,,
,B,fix atualizador não consegue editar equipe,G,,,,,,
,B,fix envio de lembrete de report,G,,,,,,
"21 Jun, 2021",,,,,,,,,
,B,Merge,G,,,,,,
"18 Jun, 2021",,,,,,,,,
,B,Botão 'Declarar que não há report',G,,,,,,
"14 Jun, 2021",,,,,,,,,
,B,Fix select user by matrícula,G,,,,,,
"20 May, 2021",,,,,,,,,
,B,Merge,G,,,,,,
"19 May, 2021",,,,,,,,,
,B,Report de report de pilares,G,,,,,,
"18 May, 2021",,,,,,,,,
,P,Merge,G,,,,,,
"17 May, 2021",,,,,,,,,
,P,Merge,G,,,,,,
"14 May, 2021",,,,,,,,,
,P,Alterando a tela de edição de atividades,G,"Fix JDBCImpl;
Finish controllers;
Init front",,,,,
,B,Report de reconhecimentos - tabela+serviço+controller,G,This reverts commit .,,,,,
"13 May, 2021",,,,,,,,,
,B,pilares_dinamicos: acesso usuarios pilar,G,TODO: finish frontend,,,,,
"12 May, 2021",,,,,,,,,
,B,pilares_dinamicos: gestão,G,"Alterado modal de seleção de usuários;
Alterada página 'minha equipe'
Alterado modal de cadastro e edição de equipe",,,,,
"11 May, 2021",,,,,,,,,
,B,Fix create equipe,G,,,,,,
,B,fix pontuação user sem equipe,G,,,,,,
,B,Desligados / fix menu email / Data em confirmação de recebimento,G,,,,,,
,B,Melhorias em menu na página 'minha equipe',G,,,,,,
"10 Mar, 2021",,,,,,,,,
,B,Correção permissões relatório atualização equipes,G,,,,,,
"08 Mar, 2021",,,,,,,,,
,B,Remoção de links de acesso em e-mails automáticos,G,,,,,,
"06 Mar, 2021",,,,,,,,,
,P,Alterando datepicker e cor do header,G,,,,,,
"05 Mar, 2021",,,,,,,,,
,B,Fix Registro email,G,,,,,,
"04 Mar, 2021",,,,,,,,,
,B,Email>Implementação backend,G,TODO: Implementação front,,,,,
"03 Mar, 2021",,,,,,,,,
,B,Email de confirmação de resgate ao registrar data de entrega,G,,,,,,
,B,Correção sendgrid,G,,,,,,
,A,Merge,G,,,,,,
,A,Merge,G,,,,,,
"24 Feb, 2021",,,,,,,,,
,A,release-10 deploy produção,G,,,,,,
,A,"81 - Quando ouver alteração de equipe, permitir a alteração da linha.  -...",G,"81 - Quando ouver alteração de equipe, permitir a alteração da linha.  - back-end e front-end finalizado",,,,,
